mode,n,coverage80_raw,width80_raw,coverage80_conf,width80_conf,coverage90_raw,width90_raw,coverage90_conf,width90_conf
reporting_aware,19593,0.8128413208799061,82.88995284532533,0.814831827693564,83.74899791524749,0.9064972183943245,118.70443534141403,0.9081304547542489,119.24463450363895
zero_fill,19593,0.8188638799571275,83.82373762344228,0.8216710049507477,84.87848898516138,0.9013933547695605,119.36401427290195,0.9060889093043434,120.21959778444074
