mode,n,coverage80,width80,coverage90,width90
reporting_aware,19593,0.8120757413361915,82.32759534728918,0.90853876384423,118.49717946238414
zero_fill,19593,0.8178941458684224,83.58862817413754,0.9023630888582657,116.8643942806935
