mechanism,rate,condition,horizon,n_districts,zero_MAE,aware_MAE,delta_zero_minus_aware,share_districts_aware_better
block,0.6,Bloody_diarrhoea,2,37,14.114800853485066,13.487300853485063,0.6275000000000002,0.7297297297297297
block,0.6,Bloody_diarrhoea,4,37,14.722841394025606,13.78412517780939,0.938716216216216,0.7567567567567568
block,0.6,ILI,1,37,35.99228662873399,35.315064011379796,0.6772226173541964,0.43243243243243246
block,0.6,ILI,2,37,41.15397581792319,40.53115220483642,0.6228236130867709,0.4594594594594595
block,0.6,ILI,4,37,45.015220483641535,47.51725817923186,-2.502037695590327,0.24324324324324326
block,0.6,Malaria,1,37,30.879797297297298,30.033108108108106,0.8466891891891892,0.6486486486486487
block,0.6,Malaria,2,37,36.97432432432432,35.28871621621622,1.685608108108108,0.6216216216216216
block,0.6,Malaria,4,37,41.5075,39.57,1.9375,0.4864864864864865
block,0.6,Typhoid,1,37,6.599189189189189,6.392635135135135,0.20655405405405394,0.7027027027027027
block,0.6,Typhoid,2,37,6.9511486486486485,6.653986486486486,0.29716216216216207,0.5945945945945946
block,0.6,Typhoid,4,37,7.448986486486487,7.176351351351351,0.27263513513513504,0.5135135135135135
block,0.8,AD_noncholera,1,37,213.41756756756757,197.80114864864865,15.616418918918919,0.9459459459459459
block,0.8,AD_noncholera,2,37,266.3656756756757,234.96135135135134,31.404324324324318,1.0
block,0.8,AD_noncholera,4,37,306.83918918918914,253.61824324324326,53.22094594594595,0.9459459459459459
block,0.8,ALRI_u5,1,37,9.962756045519203,9.620120910384067,0.34263513513513505,0.6216216216216216
block,0.8,ALRI_u5,2,37,11.882688477951636,11.14539118065434,0.7372972972972971,0.6216216216216216
block,0.8,ALRI_u5,4,37,12.240593883357041,11.755796586059745,0.4847972972972973,0.5405405405405406
block,0.8,Bloody_diarrhoea,1,37,12.887503556187767,12.500273826458036,0.3872297297297299,0.7297297297297297
block,0.8,Bloody_diarrhoea,2,37,14.310273826458038,13.595071123755334,0.7152027027027028,0.6756756756756757
block,0.8,Bloody_diarrhoea,4,37,15.032030583214793,14.000679231863442,1.0313513513513513,0.6756756756756757
block,0.8,ILI,1,37,36.27762446657184,35.2249359886202,1.052688477951636,0.4864864864864865
block,0.8,ILI,2,37,41.930529871977235,40.451842105263154,1.4786877667140823,0.5135135135135135
block,0.8,ILI,4,37,45.45419630156473,47.325202702702704,-1.8710064011379806,0.2972972972972973
block,0.8,Malaria,1,37,31.777837837837836,31.284527027027032,0.493310810810811,0.43243243243243246
block,0.8,Malaria,2,37,38.375,37.89013513513513,0.4848648648648649,0.32432432432432434
block,0.8,Malaria,4,37,43.37175675675676,45.4802027027027,-2.108445945945946,0.24324324324324326
block,0.8,Typhoid,1,37,6.659256756756756,6.475810810810811,0.18344594594594585,0.5405405405405406
block,0.8,Typhoid,2,37,7.102635135135135,6.8120270270270264,0.290608108108108,0.5135135135135135
block,0.8,Typhoid,4,37,7.638378378378379,7.387432432432432,0.2509459459459459,0.4594594594594595
mcar,0.1,AD_noncholera,1,37,194.59952702702702,192.4977027027027,2.1018243243243244,0.8108108108108109
mcar,0.1,AD_noncholera,2,37,228.70756756756757,225.16858108108107,3.538986486486487,0.972972972972973
mcar,0.1,AD_noncholera,4,37,248.81108108108108,242.44040540540541,6.370675675675675,0.972972972972973
mcar,0.1,ALRI_u5,1,37,9.426674964438122,9.349174964438122,0.07749999999999999,0.4594594594594595
mcar,0.1,ALRI_u5,2,37,10.707620910384069,10.617891180654338,0.08972972972972967,0.6486486486486487
mcar,0.1,ALRI_u5,4,37,11.775864153627312,11.708026315789475,0.06783783783783782,0.5675675675675675
mcar,0.1,Bloody_diarrhoea,1,37,12.39216571834993,12.35108463726885,0.04108108108108119,0.5675675675675675
mcar,0.1,Bloody_diarrhoea,2,37,13.510544096728307,13.42797652916074,0.08256756756756749,0.7027027027027027
mcar,0.1,Bloody_diarrhoea,4,37,13.881490042674255,13.73405761024182,0.1474324324324326,0.7027027027027027
mcar,0.1,ILI,1,37,33.96201635846373,33.784719061166435,0.17729729729729732,0.4864864864864865
mcar,0.1,ILI,2,37,37.641340682788055,37.4000746799431,0.2412660028449501,0.4864864864864865
mcar,0.1,ILI,4,37,43.942553342816495,43.41203769559032,0.530515647226174,0.43243243243243246
mcar,0.1,Malaria,1,37,29.94128378378378,29.636013513513515,0.30527027027027026,0.7567567567567568
mcar,0.1,Malaria,2,37,34.94040540540541,34.45162162162162,0.4887837837837838,0.8648648648648649
mcar,0.1,Malaria,4,37,38.11297297297297,37.366351351351355,0.7466216216216216,0.7567567567567568
mcar,0.1,Typhoid,1,37,6.375135135135135,6.336756756756757,0.038378378378378354,0.5945945945945946
mcar,0.1,Typhoid,2,37,6.547162162162162,6.491554054054054,0.05560810810810811,0.5135135135135135
mcar,0.1,Typhoid,4,37,6.9797972972972975,6.906689189189189,0.07310810810810808,0.5675675675675675
mcar,0.2,AD_noncholera,1,37,196.76831081081082,192.6447972972973,4.123513513513514,0.918918918918919
mcar,0.2,AD_noncholera,2,37,234.5577027027027,226.21398648648648,8.343716216216217,1.0
mcar,0.2,AD_noncholera,4,37,257.3485810810811,243.03587837837836,14.312702702702701,0.972972972972973
mcar,0.2,ALRI_u5,1,37,9.547350640113796,9.383837126600286,0.16351351351351348,0.6486486486486487
mcar,0.2,ALRI_u5,2,37,10.911945234708393,10.754580369843527,0.15736486486486478,0.6486486486486487
mcar,0.2,ALRI_u5,4,37,11.897891180654339,12.006066856330014,-0.10817567567567561,0.5405405405405406
mcar,0.2,Bloody_diarrhoea,1,37,12.460881934566146,12.353719772403982,0.10716216216216225,0.7567567567567568
mcar,0.2,Bloody_diarrhoea,2,37,13.625949502133713,13.438381934566145,0.18756756756756754,0.7297297297297297
mcar,0.2,Bloody_diarrhoea,4,37,14.049733285917497,13.74081436699858,0.308918918918919,0.7837837837837838
mcar,0.2,ILI,1,37,34.266543385490756,33.7372226173542,0.5293207681365576,0.5675675675675675
mcar,0.2,ILI,2,37,38.17059743954481,37.709523470839265,0.4610739687055476,0.5135135135135135
mcar,0.2,ILI,4,37,44.16409672830726,43.967155049786626,0.1969416785206266,0.4864864864864865
mcar,0.2,Malaria,1,37,30.009391891891894,29.626554054054058,0.3828378378378378,0.7567567567567568
mcar,0.2,Malaria,2,37,35.270270270270274,34.44364864864865,0.8266216216216217,0.8108108108108109
mcar,0.2,Malaria,4,37,38.667297297297296,37.342770270270265,1.3245270270270273,0.7297297297297297
mcar,0.2,Typhoid,1,37,6.4238513513513515,6.346081081081081,0.07777027027027023,0.5945945945945946
